village,vlcode,block,district,area_km2,coastal_exposure_score,shoreline_distance_m,shoreline_distance_km,shoreline_proximity_score,shoreline_proximity_category,shoreline_method,shoreline_data_quality,official_shoreline_used
Akhuadakhini,396796,Marsaghai,Kendrapara,0.8995165594088712,0.0491880418233683,389.8895379304572,0.3898895379304572,0.9543615710125093,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Pokshyot,396701,Marsaghai,Kendrapara,0.8557873757125123,0.0467512805502323,378.7201306976331,0.3787201306976331,0.9557876514701776,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Hantapada,396708,Marsaghai,Kendrapara,1.4437622137825994,0.0795155398818529,432.9625194265895,0.4329625194265895,0.9488621263343148,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Abhaypur,396778,Marsaghai,Kendrapara,0.4801072619069617,0.0258169141837067,362.28440812297436,0.36228440812297436,0.9578861211814886,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Orisbindha,396777,Marsaghai,Kendrapara,0.9537117084813648,0.0522080076514219,461.84600742345395,0.46184600742345394,0.9451743587632141,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Raichand,396732,Marsaghai,Kendrapara,0.5501136500722914,0.0297179441397633,377.40363412199247,0.37740363412199246,0.9559557382808717,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Gaudagan,396714,Marsaghai,Kendrapara,2.2717954337378137,0.1256567918491277,668.0391117173017,0.6680391117173017,0.9188481670137284,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Jokia,396780,Marsaghai,Kendrapara,0.8502344510698604,0.0464418498547999,962.445880963712,0.9624458809637121,0.8812590871748502,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Dalaanta,396725,Marsaghai,Kendrapara,1.451925774147114,0.0799704454178283,550.0782661006361,0.5500782661006361,0.9339090966761006,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Raghunatha Pur,396723,Marsaghai,Kendrapara,2.420588702800677,0.1339481351834391,968.6848013051963,0.9686848013051963,0.880462518279968,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Jamapada,396724,Marsaghai,Kendrapara,1.5874141415978713,0.0875203875584567,516.7498347426623,0.5167498347426623,0.9381643828926036,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Naranpur,396707,Marsaghai,Kendrapara,0.7660018805903448,0.0417480813384151,459.74776288293936,0.45974776288293934,0.9454422570923074,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Dihabalarampur,396713,Marsaghai,Kendrapara,2.2155994065915703,0.122525329263297,1251.2049057812526,1.2512049057812527,0.844391096449479,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Aitpur,396711,Marsaghai,Kendrapara,3.213781464491789,0.1781479404494496,752.7396767963681,0.7527396767963681,0.9080338222508525,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Odang,396781,Marsaghai,Kendrapara,1.252999017805447,0.0688854679480959,800.5351109560601,0.8005351109560601,0.9019314272714123,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Surtipur,396490,Marsaghai,Kendrapara,0.603658225147477,0.0327016574383173,167.89304476689074,0.16789304476689074,0.9827054977735549,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Gobindpur,395658,Rajkanika,Kendrapara,0.0714443057558381,0.0030446147456718,3136.5309134001595,3.1365309134001595,0.6036776440920493,HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Laxmiprasad,395975,Rajnagar,Kendrapara,0.2341560058559193,0.0121115475346094,1266.4736450508917,1.2664736450508918,0.8424416240887904,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Padmanavpatna,396054,Rajnagar,Kendrapara,0.0168068166567163,0.0,34.311845726592146,0.03431184572659215,0.9997607929644622,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Ratanpur,396893,Marsaghai,Kendrapara,0.4537958020021572,0.0243507366538244,285.8804368194427,0.2858804368194427,0.9676411787322614,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Khamaganbindha,396940,Marsaghai,Kendrapara,0.3154012310148906,0.0166388494771581,913.7513833335902,0.9137513833335902,0.8874762722070352,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Potari,396892,Marsaghai,Kendrapara,0.8444148698592335,0.0461175600116967,444.4031841988155,0.44440318419881547,0.9474014124294211,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Raipur,396958,Mahakalapada,Kendrapara,1.0252349104856378,0.0561935604114476,970.3567123733502,0.9703567123733502,0.8802490530842281,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Samjori,396954,Mahakalapada,Kendrapara,1.073848576559022,0.0589025041606685,1562.7044701409736,1.5627044701409736,0.8046196536104958,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Pailo,396872,Marsaghai,Kendrapara,1.831522693604113,0.1011230715257687,538.7001328853913,0.5387001328853913,0.9353618267167175,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Barunei,396075,Rajnagar,Kendrapara,0.3427099665275263,0.0181605991072808,1183.1133971524341,1.1831133971524341,0.8530848406889536,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Madhuraganda Khamar,396953,Mahakalapada,Kendrapara,1.082598997598904,0.0593901118704689,2564.9511833149068,2.5649511833149066,0.6766554365641937,HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Khurusia,396962,Mahakalapada,Kendrapara,1.1287827747246195,0.0619636526968543,600.4524145194007,0.6004524145194007,0.9274774582610762,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Nachhipada,396888,Marsaghai,Kendrapara,1.0245586558625877,0.0561558768569667,338.4075987435329,0.3384075987435329,0.9609346492311623,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Manikipur,396880,Marsaghai,Kendrapara,1.02103865002615,0.0559597283543328,477.0137668730694,0.4770137668730694,0.9432377792396254,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Gopalapur,396948,Mahakalapada,Kendrapara,1.1594789598138209,0.0636741642759809,3156.772867160801,3.156772867160801,0.601093204821338,HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Mantei,396874,Marsaghai,Kendrapara,0.3872415570648415,0.0206420736302437,451.1379896566492,0.4511379896566492,0.9465415302307141,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Antei,396873,Marsaghai,Kendrapara,1.0703087391333528,0.0587052505642611,512.4852062984814,0.5124852062984815,0.9387088794049692,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Beruhan,396942,Marsaghai,Kendrapara,2.7092648975621927,0.1500343026444083,1709.0706021752642,1.7090706021752642,0.7859320118934675,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Khamagan,396882,Marsaghai,Kendrapara,1.10177917265501,0.06045890629648,427.33836857312633,0.42733836857312635,0.9495802030823387,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Naladiapalanda,396956,Mahakalapada,Kendrapara,2.5940851298860377,0.1436160351718001,590.6048982849018,0.5906048982849018,0.9287347631623891,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Badaghai,396955,Mahakalapada,Kendrapara,0.5937546428625099,0.0321497910704268,1192.4849154467493,1.1924849154467492,0.8518883099492625,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Batira,396887,Marsaghai,Kendrapara,1.3430152221489406,0.0739015231807295,550.446888771289,0.550446888771289,0.9338620319057047,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Nuagan,396945,Mahakalapada,Kendrapara,1.5405715784304503,0.0849101365953155,665.1105304708974,0.6651105304708974,0.9192220805435277,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Dhaniapada,396944,Mahakalapada,Kendrapara,1.0152903544434082,0.0556394108254297,1042.6032873752868,1.0426032873752868,0.8710248009286659,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Madhusudanpur,396891,Marsaghai,Kendrapara,0.9256093380517454,0.0506420335774096,1408.6009442020875,1.4086009442020875,0.8242951853749205,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Sereinpur,396951,Mahakalapada,Kendrapara,1.6936380310466563,0.0934395984426111,3004.28992907371,3.00428992907371,0.6205618242029295,HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Ramachandrapur,396884,Marsaghai,Kendrapara,0.8578820649665836,0.0468680048341572,540.9252344337759,0.5409252344337759,0.9350777316194276,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Baripal,396886,Marsaghai,Kendrapara,0.5926832845503909,0.0320900907919411,335.58484939177805,0.3355848493917781,0.9612950504237703,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Balighai,396885,Marsaghai,Kendrapara,0.5546603511933474,0.0299713041221779,537.6465265611359,0.537646526561136,0.9354963483934526,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Mangarajpur,396890,Marsaghai,Kendrapara,1.2231388235197076,0.0672215410486357,1049.5827331495673,1.0495827331495673,0.8701336836995611,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Ameipal,396952,Mahakalapada,Kendrapara,1.5597175209323326,0.0859770234494179,2197.4269971099475,2.1974269971099476,0.723579955362925,HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Tikhiri,396946,Mahakalapada,Kendrapara,4.270206057649,0.237016053663469,1272.6543118864356,1.2726543118864355,0.841652492847911,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Balisuan,396947,Mahakalapada,Kendrapara,1.285527649640121,0.0706980906321418,2395.6213969280607,2.395621396928061,0.6982750171053871,HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Mahanangala,396957,Mahakalapada,Kendrapara,1.5344111312833502,0.0845668523680706,1224.833638665123,1.224833638665123,0.8477581102841742,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Alifa,396943,Marsaghai,Kendrapara,0.949425020035082,0.0519691365929445,865.5864444338581,0.8655864444338581,0.8936258445771643,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Kalagarh,396959,Mahakalapada,Kendrapara,7.248385909892048,0.4029718917319465,2987.111431258652,2.987111431258652,0.6227551294979642,HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Potari,396889,Marsaghai,Kendrapara,0.559374349875622,0.0302339865795122,731.2971961534586,0.7312971961534586,0.9107715416276625,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Bauda,396950,Mahakalapada,Kendrapara,1.9708163010825643,0.1088850565345846,3876.3500936974424,3.876350093697442,0.509219482325896,HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Ramachandrapur,396974,Mahakalapada,Kendrapara,0.6620050099307332,0.0359529686578239,520.5274914843055,0.5205274914843055,0.9376820616428954,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Jadupur,396933,Mahakalapada,Kendrapara,2.958958646226915,0.1639482156301886,4525.37814853507,4.52537814853507,0.426353292008973,MODERATE,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Tekarapanga,396969,Mahakalapada,Kendrapara,2.1581902321274757,0.1193262653606141,2087.895429393391,2.087895429393391,0.737564657054105,HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Gokha Khati,397104,Mahakalapada,Kendrapara,1.3000173845105514,0.071505515372458,3066.9911346204285,3.0669911346204284,0.6125562996447735,HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Naladiasasan,396967,Mahakalapada,Kendrapara,1.7739592100665995,0.0979154089175438,3312.4177964993182,3.3124177964993184,0.5812208707360937,HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Rajendra Nagar,397117,Mahakalapada,Kendrapara,2.8799047597674203,0.1595430236569521,2873.5009457435294,2.873500945743529,0.6372606166560647,HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Masakani,396932,Mahakalapada,Kendrapara,1.3996987231044646,0.077060149715203,3941.4095297431722,3.941409529743172,0.5009128651171438,HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Raula,396929,Mahakalapada,Kendrapara,1.2675726392616404,0.0696975671773059,3691.1670714609004,3.6911670714609004,0.5328631622095881,HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Tentuli Kandha,397118,Mahakalapada,Kendrapara,1.5659380077944198,0.0863236533245795,3089.353077586728,3.089353077586728,0.609701185743472,HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Chhanda,396976,Mahakalapada,Kendrapara,0.8323102517146802,0.0454430433107777,736.5137282895518,0.7365137282895518,0.9101055085624324,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Dekani,396964,Mahakalapada,Kendrapara,0.7418676332651523,0.0404032266151559,969.8304058166106,0.9698304058166105,0.8803162505173294,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Patalipanka,396970,Mahakalapada,Kendrapara,1.4702380650808884,0.0809908779436139,586.9152127151364,0.5869152127151364,0.9292058524848843,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Kodakan,396973,Mahakalapada,Kendrapara,0.7330960095095304,0.0399144374070464,451.3699010641246,0.45136990106412456,0.946511920393843,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Chheda Kani,397107,Mahakalapada,Kendrapara,1.0078801102986372,0.0552264830177249,3733.705824835504,3.733705824835504,0.5274319263689949,HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Khurusiapat,396963,Mahakalapada,Kendrapara,0.6272629453863061,0.0340170048397364,306.2116787439816,0.30621167874398164,0.9650453393842693,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Koratapanga,396965,Mahakalapada,Kendrapara,1.88240134230159,0.1039582289720264,1984.7892514098132,1.9847892514098133,0.750728981930285,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Akhadasali,397121,Mahakalapada,Kendrapara,2.535422407603296,0.1403471186782316,803.1994460289385,0.8031994460289384,0.9015912519961349,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Naladia,396971,Mahakalapada,Kendrapara,0.7866833060702311,0.0429005313139867,381.955948485695,0.381955948485695,0.9553745107890348,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Dasarajapur,397120,Mahakalapada,Kendrapara,1.2687402307346385,0.0697626299441757,718.3943095285376,0.7183943095285377,0.9124189481622935,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Bandhakud,396961,Mahakalapada,Kendrapara,1.5959797977383512,0.0879976994448859,1220.5493318866324,1.2205493318866325,0.8483051192743654,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Gatanai Nuasahi,396966,Mahakalapada,Kendrapara,1.2239405420480267,0.0672662159429884,2367.4857025316674,2.3674857025316673,0.7018673083617852,HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Purusottampur,396979,Mahakalapada,Kendrapara,1.1086553941690886,0.0608420762730192,1849.4553646339627,1.8494553646339627,0.768008055668788,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Nuagan,396931,Mahakalapada,Kendrapara,2.115503308993527,0.1169475829254604,4427.413740379624,4.427413740379624,0.4388611292742278,MODERATE,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Gararomita,396983,Mahakalapada,Kendrapara,6.02097913677729,0.3345759822203802,1031.49766278285,1.03149766278285,0.8724427377870277,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Narayanpur,396968,Mahakalapada,Kendrapara,1.7882774044011458,0.0987132747477848,3034.188036831043,3.034188036831043,0.6167445126567362,HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Harishpur,396048,Rajnagar,Kendrapara,0.6070625081145322,0.0328913574097258,1236.3835958250027,1.2363835958250027,0.846283442215469,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Subala,396928,Mahakalapada,Kendrapara,2.412921699912543,0.1335208997735912,3398.196208853284,3.398196208853284,0.5702689092758368,HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Sathiabati,397103,Mahakalapada,Kendrapara,0.6833705799123937,0.0371435418428001,2865.317765184908,2.865317765184908,0.6383054235677446,HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Nalitajori Pal,397119,Mahakalapada,Kendrapara,1.051033700115392,0.0576311699469945,1630.4803372729996,1.6304803372729997,0.7959662096448693,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Nunimatia Kandha,397105,Mahakalapada,Kendrapara,1.2453194408260055,0.0684575318606649,3595.994626451306,3.595994626451306,0.54501452898381,HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Anantapur,396977,Mahakalapada,Kendrapara,0.727562627803696,0.0396060957205452,1199.9118301954277,1.1999118301954277,0.8509400610616461,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Guptagiri,397116,Mahakalapada,Kendrapara,0.8064990408484606,0.0440047416153178,3999.4710912014393,3.9994710912014395,0.4934997180797601,MODERATE,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Belar,396930,Mahakalapada,Kendrapara,3.032479098190032,0.1680450629752282,4728.751801482272,4.728751801482272,0.40038708037150106,MODERATE,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Madhusudanpur,396981,Mahakalapada,Kendrapara,0.5561597297783074,0.0300548553655528,2015.3001170381099,2.0153001170381097,0.7468334350751942,HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Taradeipur,396978,Mahakalapada,Kendrapara,1.1183465032175788,0.0613821028005454,2189.840154409893,2.1898401544098927,0.7245486234295844,HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Karanjia,396049,Rajnagar,Kendrapara,0.2851981083225317,0.0149558132646471,787.5806700378766,0.7875806700378767,0.9035854161222395,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Bahargadabadadandua,397122,Mahakalapada,Kendrapara,0.7599752155856941,0.0414122519757755,1908.8762878511038,1.9088762878511039,0.7604213489071662,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Thantapalanda,396960,Mahakalapada,Kendrapara,0.6585118664458339,0.0357583170305579,2222.9435232387855,2.2229435232387855,0.720322072603222,HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Srirampur,396982,Mahakalapada,Kendrapara,0.5523817190391583,0.0298443298198995,1944.9343986297333,1.9449343986297334,0.7558175444213984,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Nandanpur,396980,Mahakalapada,Kendrapara,1.1726013816690255,0.0644053969833771,3033.3673121978927,3.0333673121978926,0.6168493006133453,HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Paunsiapal,396975,Mahakalapada,Kendrapara,0.2510714741628098,0.0130541436364118,194.36086109833704,0.19436086109833703,0.9793261567896837,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Raghunathpur,396972,Mahakalapada,Kendrapara,1.427310267418363,0.0785987730369365,893.6171285494308,0.8936171285494309,0.8900469607564707,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Saralikud,397136,Mahakalapada,Kendrapara,3.585033511761813,0.1988355576170063,626.9768832906914,0.6269768832906913,0.9240908840430989,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Jogidhankud,397135,Mahakalapada,Kendrapara,4.010416095866146,0.2225395401658104,1005.770114753434,1.005770114753434,0.8757275632664544,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Kansardia,397132,Mahakalapada,Kendrapara,14.239749468095482,0.7925580336397977,1229.2700941327178,1.2292700941327177,0.84719167535063,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Palli Garh,397123,Mahakalapada,Kendrapara,3.060225395216017,0.1695911952455061,2331.622195649227,2.331622195649227,0.7064462663353295,HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Batighar,396060,Mahakalapada,Kendrapara,4.249961473949693,0.2358879462217255,2274.2604966766094,2.2742604966766096,0.7137700567763392,HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Barakoli Khala,397137,Mahakalapada,Kendrapara,5.867141350260309,0.3260035386291052,3219.8790579287756,3.2198790579287757,0.5930359728182264,HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Banabiharipur,397126,Mahakalapada,Kendrapara,2.2004106421240626,0.121678951857805,975.0244686045311,0.9750244686045311,0.879653086279214,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Nipania,397134,Mahakalapada,Kendrapara,2.887659223128824,0.159975132706694,1851.865777514312,1.851865777514312,0.7677003005093668,VERY HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
Baraja Bahakuda,397125,Mahakalapada,Kendrapara,4.698978093287538,0.2609089097181924,2387.4124890052635,2.3874124890052637,0.6993231088190724,HIGH,Distance from village centroid to outer boundary of Kendrapara coastal-village belt,PROXY_REFERENCE,False
